emp_no,dept_no,from_date,to_date
498054,d006,13-12-2000,01-01-9999
498055,d005,04-08-1991,03-02-1992
498056,d004,13-05-1993,01-01-9999
498057,d007,28-11-1992,01-01-9999
498058,d001,01-08-1998,01-01-9999
498059,d004,07-08-1993,11-02-1998
498060,d004,24-11-1990,01-01-9999
498061,d008,14-03-1988,01-01-9999
498062,d002,07-04-1986,01-01-9999
498063,d001,02-07-1996,01-01-9999
498064,d002,20-01-2000,01-01-9999
498065,d004,14-06-1995,08-09-1996
498065,d009,08-09-1996,18-02-2000
498066,d007,16-03-1987,01-01-9999
498067,d007,03-09-1990,01-01-9999
498068,d004,21-04-1987,01-01-9999
498069,d003,19-04-1986,01-01-9999
498070,d005,14-09-1989,07-10-1995
498071,d001,28-11-1999,01-01-9999
498072,d002,12-01-1986,25-10-1998
498073,d004,01-08-1987,01-01-9999
498074,d002,05-09-1992,31-10-1998
498074,d003,31-10-1998,01-01-9999
498075,d004,12-09-1989,01-01-9999
498076,d002,17-07-1998,01-01-9999
498077,d005,21-04-1986,03-05-1988
498078,d004,11-04-1994,01-01-9999
498079,d004,30-06-1996,01-01-9999
498080,d006,14-05-1994,13-05-2001
498081,d006,01-08-1989,01-01-9999
498082,d005,15-04-1997,01-01-9999
498083,d005,27-05-1989,27-12-1997
498083,d008,27-12-1997,01-01-9999
498084,d007,01-01-1999,01-01-9999
498085,d007,11-07-1997,01-01-9999
498086,d007,01-12-1999,01-01-9999
498087,d008,18-05-1986,01-01-9999
498088,d004,21-06-1988,19-12-1996
498089,d005,03-01-2000,01-01-9999
498090,d005,21-09-1988,01-01-9999
498091,d004,19-05-1999,01-01-9999
498091,d009,13-08-1986,19-05-1999
498092,d004,17-05-1999,01-01-9999
498093,d005,10-02-1998,10-02-1998
498094,d001,04-04-1989,01-01-9999
498095,d004,12-03-1994,26-03-1998
498096,d003,09-10-1995,01-01-9999
498097,d004,12-12-1986,01-01-9999
498098,d007,27-07-1988,01-01-9999
498099,d009,06-06-1990,01-01-9999
498100,d004,08-09-1993,29-12-2001
498100,d009,29-12-2001,01-01-9999
498101,d007,16-12-1998,01-01-9999
498102,d004,24-08-1997,01-01-9999
498103,d007,31-08-1993,01-01-9999
498104,d007,28-02-1996,30-12-1998
498105,d003,18-10-1990,01-01-9999
498106,d008,02-12-1990,01-01-9999
498107,d003,24-05-1990,01-01-9999
498108,d004,14-06-1991,19-04-1997
498108,d006,19-04-1997,01-01-9999
498109,d007,15-12-1986,01-01-9999
498110,d009,22-02-1999,01-01-9999
498111,d004,02-09-1985,01-01-9999
498112,d005,26-05-1989,01-01-9999
498113,d005,31-01-1995,20-09-1998
498114,d005,17-04-1991,01-01-9999
498115,d004,02-10-1993,01-01-9999
498116,d003,02-02-1986,01-01-9999
498117,d002,27-12-1990,20-10-1991
498117,d007,20-10-1991,01-01-9999
498118,d004,16-08-1985,01-01-9999
498119,d001,02-11-1986,01-01-9999
498120,d004,08-07-1989,01-01-9999
498121,d006,06-09-1990,01-01-9999
498122,d007,26-10-1989,14-09-1997
498123,d004,01-07-1995,01-01-9999
498124,d004,02-07-1999,01-01-9999
498125,d005,20-11-1992,01-01-9999
498126,d001,13-05-1994,01-01-9999
498126,d007,18-09-1989,13-05-1994
498127,d003,12-03-1989,26-07-1992
498128,d007,09-12-1997,01-01-9999
498129,d005,04-07-1987,01-01-9999
498130,d005,15-05-1991,01-01-9999
498131,d005,03-10-1988,01-01-9999
498132,d002,09-05-1986,01-01-9999
498133,d004,05-05-1994,22-11-1996
498134,d004,02-03-1986,01-01-9999
498135,d009,09-05-1985,01-01-9999
498136,d003,21-10-1995,01-01-9999
498137,d005,13-07-1986,05-03-1993
498137,d008,05-03-1993,01-01-9999
498138,d004,26-12-1998,01-01-9999
498139,d001,13-10-1991,01-01-9999
498140,d002,26-06-1985,01-01-9999
498141,d005,27-05-1999,01-01-9999
498142,d006,16-12-1999,23-02-2001
498143,d002,29-04-1992,01-01-9999
498144,d005,18-09-1999,22-10-2001
498145,d004,12-09-1988,01-01-9999
498146,d004,18-11-1985,03-05-1999
498146,d006,03-05-1999,01-01-9999
498147,d007,01-08-1996,01-01-9999
498148,d007,12-07-1994,01-01-9999
498149,d008,09-02-1991,16-08-2000
498150,d007,20-02-1988,01-01-9999
498151,d006,21-11-1995,25-09-2001
498152,d008,12-12-1988,01-01-9999
498153,d003,12-01-1986,01-01-9999
498154,d005,14-11-1999,01-01-9999
498155,d004,04-12-1987,01-01-9999
498156,d004,13-08-1992,18-12-1999
498156,d009,18-12-1999,01-01-9999
498157,d007,26-05-1999,01-01-9999
498158,d006,06-04-1996,01-01-9999
498159,d003,12-02-1996,25-04-1998
498160,d005,28-10-1995,19-08-1999
498161,d005,01-02-1989,01-01-9999
498162,d001,12-12-1987,01-01-9999
498163,d008,03-04-1990,01-01-9999
498164,d005,12-10-1999,23-11-2000
498164,d008,23-11-2000,01-01-9999
498165,d007,12-04-1986,01-01-9999
498166,d004,20-12-1998,01-01-9999
498167,d004,08-07-1993,01-01-9999
498168,d007,16-09-1994,27-12-1998
498169,d002,07-07-1998,01-01-9999
498170,d009,16-05-1997,01-01-9999
498171,d007,26-10-1998,01-01-9999
498172,d005,27-05-1990,01-01-9999
498173,d004,25-10-1998,12-04-2000
498173,d005,10-12-1997,25-10-1998
498174,d005,29-11-1992,01-01-9999
498175,d008,16-11-1998,25-06-2000
498176,d005,17-12-1993,01-01-9999
498177,d009,13-05-1997,01-01-9999
498178,d009,24-07-1988,01-01-9999
498179,d002,21-12-1999,01-01-9999
498180,d003,09-11-1991,01-01-9999
498181,d005,16-09-1989,01-01-9999
498181,d006,02-05-1987,16-09-1989
498182,d006,02-04-1999,22-06-2000
498183,d005,19-09-1988,01-01-9999
498184,d002,20-09-1988,01-01-9999
498185,d005,06-06-1999,01-01-9999
498186,d005,23-07-1998,18-06-2000
498187,d001,12-06-1989,01-01-9999
498188,d001,28-02-1998,01-01-9999
498189,d004,19-04-1989,01-01-9999
498190,d005,09-05-1996,26-08-1997
498190,d008,26-08-1997,01-01-9999
498191,d007,16-01-1987,01-01-9999
498192,d004,03-05-1991,01-01-9999
498193,d003,24-09-1997,30-08-1999
498194,d003,17-11-1987,01-01-9999
498195,d004,24-02-1991,12-04-1994
498196,d001,20-04-1992,01-01-9999
498197,d005,11-05-1999,01-01-9999
498198,d005,11-05-1987,29-06-1991
498199,d004,17-09-1992,01-01-9999
498200,d004,29-11-1999,24-07-2000
498200,d009,24-07-2000,01-12-2000
498201,d002,24-12-1990,18-05-2002
498202,d005,03-02-1997,01-01-9999
498203,d005,07-09-1992,01-01-9999
498204,d005,22-07-1999,07-05-2002
498205,d007,27-09-1990,01-01-9999
498206,d005,31-10-1990,01-01-9999
498207,d004,23-08-1985,18-04-1991
498208,d008,12-03-1994,16-01-1996
498209,d004,21-07-1999,24-12-1999
498209,d009,24-12-1999,01-01-9999
498210,d009,16-05-1998,01-01-9999
498211,d005,04-09-1987,01-01-9999
498212,d008,04-12-1992,01-01-9999
498213,d005,04-03-1998,01-01-9999
498214,d005,24-08-1986,01-01-9999
498215,d009,04-09-1993,18-03-1999
498216,d005,17-10-1991,01-01-9999
498217,d005,28-05-1986,01-01-9999
498218,d005,03-11-1985,12-02-1991
498218,d008,12-02-1991,01-01-9999
498219,d007,13-08-1988,28-01-1992
498220,d003,10-08-1985,01-01-9999
498221,d005,20-08-1990,01-01-9999
498222,d005,16-10-1987,01-01-9999
498223,d004,02-11-1995,01-01-9999
498224,d004,28-06-1991,01-01-9999
498225,d003,20-11-1991,01-01-9999
498226,d006,05-07-1997,01-01-9999
498227,d004,04-11-1997,28-03-2000
498228,d005,31-12-1988,19-12-2001
498228,d008,19-12-2001,01-01-9999
498229,d003,30-12-1993,16-06-1997
498230,d002,22-09-1992,01-01-9999
498231,d005,04-04-1996,01-01-9999
498232,d002,07-02-1994,03-04-1994
498233,d008,31-05-1985,01-01-9999
498234,d005,23-02-1990,01-01-9999
498235,d005,10-10-1987,01-01-9999
498236,d005,21-09-1998,01-01-9999
498237,d007,24-04-1998,01-01-9999
498238,d005,04-08-1996,01-01-9999
498239,d004,01-05-1996,07-08-1996
498239,d008,23-01-1992,01-05-1996
498240,d005,01-03-1995,01-01-9999
498241,d004,15-06-1990,01-01-9999
498242,d006,16-04-1987,01-01-9999
498243,d003,25-07-1990,01-01-9999
498244,d007,14-09-1994,01-01-9999
498245,d006,21-02-1998,01-01-9999
498246,d004,04-04-1988,01-01-9999
498247,d007,11-12-1996,16-12-1997
498248,d007,11-05-1997,01-01-9999
498249,d005,12-04-1993,01-01-9999
498250,d004,22-11-1997,01-01-9999
498250,d005,24-04-1994,22-11-1997
498251,d007,10-11-1995,01-01-9999
498252,d005,11-03-1990,01-01-9999
498253,d006,16-03-1993,01-01-9999
498254,d006,25-01-1999,15-01-2000
498255,d009,02-04-1986,01-01-9999
498256,d007,19-07-1989,06-12-1993
498257,d001,22-06-1989,01-01-9999
498258,d007,31-03-1988,01-01-9999
498259,d004,08-08-1989,01-01-9999
498259,d005,22-03-1989,08-08-1989
498260,d004,04-05-1988,01-01-9999
498261,d002,24-03-1990,01-01-9999
498262,d005,31-10-1987,10-10-1994
498263,d005,14-10-1992,11-09-1997
498264,d004,26-09-1992,01-01-9999
498265,d005,28-01-1986,01-01-9999
498266,d007,29-09-1993,13-02-1999
498267,d004,10-06-1987,01-01-9999
498268,d004,13-09-1993,01-01-9999
498269,d004,07-10-1990,01-01-9999
498270,d004,22-11-1998,01-01-9999
498270,d005,01-05-1995,22-11-1998
498271,d005,30-08-1986,01-01-9999
498272,d005,19-05-1992,01-01-9999
498273,d006,05-12-1990,01-01-9999
498274,d005,24-05-1990,01-01-9999
498275,d004,22-10-1990,11-06-1992
498276,d009,06-10-1989,01-01-9999
498277,d005,03-06-1998,01-01-9999
498278,d006,28-05-1985,01-01-9999
498279,d008,05-12-1985,01-01-9999
498280,d004,09-11-1999,01-01-9999
498281,d004,31-05-1999,01-01-9999
498281,d005,26-07-1994,31-05-1999
498282,d006,18-04-1985,01-01-9999
498283,d004,02-02-1986,01-01-9999
498284,d004,08-05-1992,01-10-1997
498285,d006,30-08-1992,01-01-9999
498286,d007,11-06-1993,01-01-9999
498287,d001,07-10-1993,01-01-9999
498288,d007,19-12-1994,01-01-9999
498289,d005,19-09-1998,01-01-9999
498290,d005,30-07-1988,03-12-1999
498290,d008,03-12-1999,01-01-9999
498291,d005,21-09-1987,01-01-9999
498292,d007,31-07-1992,01-01-9999
498293,d001,24-03-1985,25-08-2000
498294,d005,14-10-1991,01-01-9999
498295,d005,07-07-1991,15-09-1996
498296,d004,27-11-1999,01-01-9999
498297,d005,05-04-1999,01-01-9999
498298,d008,13-04-1993,01-01-9999
498299,d001,03-07-1988,01-01-9999
498300,d004,16-01-2002,01-01-9999
498300,d008,20-08-1996,16-01-2002
498301,d004,07-10-1993,14-12-1999
498302,d005,16-05-1995,01-01-9999
498303,d009,08-10-1995,12-07-1997
498304,d002,02-12-1998,01-01-9999
498305,d005,20-03-1985,01-01-9999
498306,d005,14-10-1989,22-06-1996
498307,d005,24-10-1994,01-01-9999
498308,d005,30-07-1998,01-01-9999
498309,d004,08-04-1996,01-01-9999
498310,d005,05-09-1989,20-10-1995
498310,d008,20-10-1995,01-01-9999
498311,d001,27-05-1996,01-01-9999
498312,d005,06-09-1991,01-01-9999
498313,d004,05-02-1989,09-02-1997
498314,d005,09-09-1988,01-01-9999
498315,d004,01-02-1995,01-01-9999
498316,d007,16-12-1995,01-01-9999
498317,d001,18-05-1993,01-01-9999
498318,d007,29-09-1986,01-01-9999
498319,d003,05-03-1986,01-01-9999
498320,d002,27-01-1992,07-10-1992
498321,d004,25-09-1987,25-10-1991
498321,d009,25-10-1991,01-01-9999
498322,d004,14-11-1999,01-01-9999
498323,d002,18-02-1999,01-01-9999
498324,d008,29-11-1996,01-01-9999
498325,d005,18-08-1994,01-01-9999
498326,d005,22-10-1993,01-01-9999
498327,d007,05-04-1996,09-07-1996
498328,d006,09-12-1997,01-01-9999
498329,d005,24-04-1996,01-01-9999
498330,d002,23-01-1994,17-12-2000
498330,d003,17-12-2000,01-01-9999
498331,d007,28-06-1989,01-01-9999
498332,d004,07-02-1986,01-01-9999
498333,d007,12-04-1988,03-02-1993
498334,d005,06-12-1997,01-01-9999
498335,d007,23-12-1995,01-01-9999
498336,d007,18-12-1990,01-01-9999
498337,d007,17-05-1997,01-01-9999
498338,d005,25-03-1997,01-01-9999
498339,d007,24-11-1989,01-01-9999
498340,d009,14-07-1985,01-01-9999
498341,d005,09-03-1989,22-06-1990
498341,d009,14-03-1988,09-03-1989
498342,d006,26-07-1998,01-01-9999
498343,d001,10-06-1998,01-01-9999
498344,d005,09-09-1999,01-01-9999
498345,d005,01-12-1994,01-01-9999
498346,d004,28-07-1991,01-01-9999
498347,d005,16-08-1994,01-01-9999
498348,d005,31-03-1990,01-06-1992
498349,d005,12-01-2000,01-01-9999
498350,d001,07-12-1988,01-01-9999
498351,d005,04-12-1997,01-01-9999
498352,d005,09-09-1992,11-11-1992
498352,d006,23-06-1992,09-09-1992
498353,d005,28-10-1992,01-01-9999
498354,d005,25-11-1990,01-01-9999
498355,d002,03-03-1986,01-01-9999
498356,d007,10-05-1997,13-03-2000
498357,d005,24-07-1992,01-01-9999
498358,d007,30-09-1985,08-11-1985
498359,d007,02-04-1998,01-01-9999
498360,d005,15-10-1985,01-01-9999
498361,d007,19-05-1985,01-01-9999
498362,d005,04-01-1995,01-01-9999
498362,d008,10-10-1986,04-01-1995
498363,d009,19-08-1987,01-01-9999
498364,d005,06-12-1990,29-12-1991
498365,d004,18-01-1994,01-01-9999
498366,d005,24-07-1985,01-01-9999
498367,d008,16-05-1990,01-01-9999
498368,d001,06-02-1992,01-01-9999
498369,d004,29-06-1991,01-01-9999
498370,d007,04-08-1990,01-01-9999
498371,d007,27-09-1994,01-01-9999
498372,d004,10-09-1988,01-01-9999
498373,d004,08-12-1991,26-09-1993
498373,d008,26-11-1986,08-12-1991
498374,d005,29-10-1999,01-01-9999
498375,d005,15-01-1996,01-01-9999
498376,d009,12-06-1990,01-01-9999
498377,d003,30-11-1987,01-01-9999
498378,d005,18-07-1995,08-02-1998
498379,d001,28-04-1996,27-04-1998
498380,d007,18-07-1990,01-01-9999
498381,d007,24-12-1997,01-01-9999
498382,d004,22-12-1995,01-01-9999
498382,d005,10-06-1994,22-12-1995
498383,d008,22-03-1998,01-01-9999
498384,d008,08-04-1986,01-01-9999
498385,d004,05-08-1990,01-01-9999
498386,d005,23-02-1986,01-01-9999
498387,d007,04-10-1995,06-09-1996
498388,d004,28-05-1987,01-01-9999
498389,d005,10-06-1990,01-01-9999
498390,d004,24-04-1998,01-01-9999
498391,d001,17-12-1996,01-01-9999
498391,d007,14-08-1987,17-12-1996
498392,d007,10-02-1991,31-10-1995
498393,d009,09-12-1996,01-01-9999
498394,d004,16-09-1991,09-12-1996
498395,d008,08-08-1994,04-02-1999
498396,d007,21-10-1997,20-06-1999
498397,d005,30-10-1991,01-01-9999
498398,d007,28-04-1989,01-01-9999
498399,d004,22-06-1998,01-01-9999
498400,d002,20-05-1996,13-12-2001
498400,d003,13-12-2001,01-01-9999
498401,d004,16-08-1985,01-01-9999
498402,d001,20-12-1988,01-01-9999
498403,d005,17-07-1993,01-01-9999
498404,d005,28-04-1998,01-01-9999
498405,d004,25-11-1996,26-03-1997
498406,d004,19-08-1994,01-01-9999
498407,d002,16-07-1995,15-05-1999
498408,d004,10-03-1989,01-01-9999
498409,d004,17-03-1994,21-07-1999
498409,d009,21-07-1999,19-11-1999
498410,d003,01-11-1987,01-01-9999
498411,d007,21-04-1994,01-01-9999
498412,d004,22-09-1992,01-01-9999
498413,d005,15-05-1997,01-07-1998
498414,d004,17-03-1991,01-01-9999
498415,d004,05-11-1987,01-01-9999
498416,d004,03-12-1986,01-01-9999
498417,d007,24-09-1998,01-01-9999
498418,d005,28-10-1992,08-05-1997
498418,d008,08-05-1997,01-01-9999
498419,d004,14-02-1990,01-01-9999
498420,d004,31-05-1988,01-01-9999
498421,d005,05-07-1999,01-01-9999
498422,d005,06-02-1991,30-07-1996
498423,d005,10-09-1998,01-01-9999
498424,d002,03-03-1996,01-01-9999
498425,d005,17-01-1998,01-01-9999
498426,d005,26-09-1986,01-01-9999
498427,d006,16-01-1996,01-01-9999
498428,d004,02-08-1997,19-11-1997
498429,d001,26-06-1999,08-03-2000
498429,d007,11-05-1999,26-06-1999
498430,d001,03-10-1994,01-01-9999
498431,d005,24-12-1989,22-07-1994
498432,d005,22-02-1985,01-01-9999
498433,d005,02-07-1989,01-01-9999
498434,d006,18-08-1996,01-01-9999
498435,d006,29-12-1993,01-01-9999
498436,d001,03-03-1989,01-01-9999
498437,d004,27-12-1993,18-09-1995
498438,d003,08-06-1994,01-01-9999
498439,d004,12-11-1992,01-01-9999
498439,d005,09-10-1992,12-11-1992
498440,d002,05-08-1992,01-01-9999
498441,d005,19-04-1991,01-01-9999
498442,d001,20-02-1991,01-01-9999
498443,d005,09-07-1986,25-10-1998
498444,d005,30-05-1991,01-01-9999
498445,d005,24-12-1990,01-01-9999
498446,d008,13-07-1988,04-09-1995
498447,d004,07-10-1994,14-10-1995
498447,d006,14-10-1995,01-01-9999
498448,d005,27-12-1989,01-01-9999
498449,d003,16-08-1985,01-01-9999
498450,d005,30-08-1991,01-01-9999
498451,d006,30-07-1996,01-01-9999
498452,d005,06-10-1993,01-01-9999
498453,d002,18-02-1997,01-01-9999
498454,d007,02-05-1986,26-11-1990
498455,d001,17-02-1997,01-01-9999
498455,d007,14-01-1994,17-02-1997
498456,d009,05-06-1987,01-01-9999
498457,d004,13-05-1990,01-01-9999
498458,d006,12-01-1989,01-01-9999
498459,d006,09-10-1989,17-07-1996
498460,d007,27-05-1990,01-01-9999
498461,d007,09-02-1986,01-01-9999
498462,d002,19-07-1986,01-01-9999
498463,d004,21-03-1987,01-01-9999
498464,d002,08-07-1992,01-01-9999
498465,d005,26-12-1990,12-02-1991
498465,d008,12-02-1991,01-01-9999
498466,d001,31-08-1995,01-01-9999
498467,d007,05-12-1998,01-05-1999
498468,d008,18-06-1986,01-01-9999
498469,d004,17-05-1998,11-10-1998
498470,d004,11-08-1991,01-01-9999
498471,d009,20-12-1993,01-01-9999
498472,d005,02-04-1990,01-01-9999
498473,d001,10-12-1992,01-01-9999
498474,d009,23-03-1997,05-05-2001
498475,d004,29-11-1999,26-06-2001
498475,d009,26-06-2001,13-06-2002
498476,d006,06-12-1986,01-01-9999
498477,d005,30-10-1990,01-01-9999
498478,d007,11-08-1988,01-01-9999
498479,d004,20-06-1998,01-01-9999
498480,d004,11-07-1995,01-01-9999
498481,d001,26-08-1993,01-01-9999
498482,d005,14-06-1991,01-01-9999
498483,d007,05-02-1991,04-07-1997
498484,d009,28-09-1991,01-01-9999
498485,d004,12-11-1986,01-01-9999
498486,d005,17-05-1996,28-03-2001
498486,d008,28-03-2001,01-01-9999
498487,d004,18-03-1992,01-01-9999
498488,d007,25-11-1993,01-01-9999
498489,d005,26-11-1991,18-04-2000
498490,d005,21-07-1990,01-01-9999
498491,d006,23-10-1997,01-01-9999
498492,d008,19-06-1994,01-01-9999
498493,d007,29-09-1986,01-01-9999
498494,d005,27-12-1996,01-01-9999
498495,d005,09-05-1991,15-11-1995
498495,d008,15-11-1995,12-05-1997
498496,d007,05-10-1994,01-01-9999
498497,d001,04-04-1991,01-01-9999
498498,d005,21-05-1987,01-01-9999
498499,d005,09-10-1996,01-01-9999
498500,d005,13-09-1985,01-01-9999
498501,d002,18-08-1986,01-01-9999
498502,d002,26-10-1993,01-01-9999
498503,d004,29-05-1995,22-10-2000
498503,d006,22-10-2000,01-01-9999
498504,d005,24-11-1989,30-10-1992
498505,d007,18-10-1987,01-01-9999
498506,d007,16-04-1994,01-01-9999
498507,d003,08-04-1999,01-01-9999
498508,d004,13-01-1996,01-01-9999
498509,d008,18-07-1993,01-01-9999
498510,d002,16-11-1991,01-01-9999
498511,d004,18-01-1993,20-03-1999
498512,d005,04-04-1989,01-01-9999
498513,d009,13-04-1996,03-08-1998
498514,d004,28-04-1997,11-05-2002
498514,d009,11-05-2002,01-01-9999
498515,d001,09-08-1995,01-01-9999
498516,d004,08-03-1992,07-01-1994
498517,d005,15-03-1987,01-01-9999
498518,d005,26-12-1999,01-01-9999
498519,d002,24-04-1989,01-01-9999
498520,d005,22-04-1994,01-01-9999
498521,d008,21-07-1992,01-01-9999
498522,d005,01-04-1987,01-01-9999
498523,d001,14-02-1992,01-01-9999
498524,d009,02-09-1998,01-01-9999
498525,d002,16-05-1993,13-06-1994
498525,d003,13-06-1994,23-07-1999
498526,d001,01-03-1993,01-01-9999
498527,d009,15-05-1987,04-07-1989
498528,d002,21-04-1998,01-01-9999
498529,d005,07-10-1998,19-02-2002
498530,d007,30-06-1992,01-01-9999
498531,d004,26-09-1985,01-01-9999
498532,d007,02-03-1996,01-01-9999
498533,d001,29-04-1987,24-05-1997
498533,d007,24-05-1997,01-01-9999
498534,d002,02-03-1987,01-01-9999
498535,d005,24-10-1996,01-01-9999
498536,d004,06-06-1986,01-01-9999
498537,d006,20-10-1986,01-01-9999
498538,d004,14-01-1998,05-09-1998
498539,d004,04-11-1994,01-01-9999
498540,d002,08-05-1991,01-01-9999
498541,d004,16-06-1994,01-01-9999
498542,d003,17-01-1991,01-01-9999
498543,d006,22-01-1994,19-05-1995
498544,d004,05-01-1999,01-01-9999
498544,d006,08-07-1987,05-01-1999
498545,d008,20-11-1998,01-01-9999
498546,d004,17-10-1997,18-11-1999
498547,d004,23-01-1999,01-01-9999
498548,d007,19-11-1996,01-01-9999
498549,d001,25-02-1994,01-01-9999
498550,d005,24-04-1997,01-01-9999
498551,d004,29-03-1989,01-01-9999
498552,d001,22-11-1992,01-01-9999
498553,d005,07-05-1988,03-06-1991
498554,d007,16-01-1997,01-01-9999
498555,d004,04-02-1989,18-04-1989
498555,d009,18-04-1989,01-01-9999
498556,d004,06-12-1993,01-01-9999
498557,d008,09-07-1986,01-01-9999
498558,d005,21-11-1992,01-01-9999
498559,d008,12-10-1997,01-01-9999
498560,d002,19-07-1996,01-01-9999
498561,d005,15-12-1996,01-01-9999
498562,d005,06-01-1995,10-01-1999
498563,d003,22-09-1986,01-01-9999
498564,d009,16-03-1998,01-01-9999
498565,d001,26-06-1985,25-04-1997
498565,d009,25-04-1997,01-01-9999
498566,d001,15-01-1993,01-01-9999
498567,d007,13-07-1988,01-01-9999
498568,d005,11-08-1994,01-01-9999
498569,d004,27-04-1999,01-01-9999
498570,d005,18-07-1996,02-03-1998
498571,d004,26-09-1988,01-01-9999
498572,d005,02-08-1994,01-01-9999
498573,d001,03-12-1990,01-01-9999
498573,d003,19-06-1990,03-12-1990
498574,d006,16-12-1998,01-01-9999
498575,d005,03-02-1989,15-10-1994
498576,d004,29-11-1995,01-01-9999
498577,d004,28-04-1993,01-01-9999
498578,d007,15-07-1985,01-01-9999
498579,d007,06-04-1987,01-01-9999
498580,d003,28-09-1988,01-01-9999
498581,d007,14-07-1992,22-09-1994
498582,d004,29-08-1993,01-01-9999
498583,d007,28-09-1992,27-04-1993
498583,d009,27-04-1993,01-01-9999
498584,d004,29-01-1994,01-01-9999
498585,d002,16-06-1989,01-01-9999
498586,d002,26-07-1991,24-07-1996
498587,d007,24-10-1997,01-01-9999
498588,d005,29-03-1993,01-01-9999
498589,d005,06-11-1999,01-01-9999
498590,d007,31-05-1989,01-01-9999
498591,d008,04-02-1990,01-01-9999
498592,d001,09-03-2002,01-01-9999
498592,d007,03-06-1990,09-03-2002
498593,d004,04-09-1990,01-01-9999
498594,d002,30-11-1994,01-01-9999
498595,d004,18-01-2000,02-04-2001
498596,d005,24-03-1994,08-09-1997
498597,d005,22-09-1995,01-01-9999
498598,d002,14-10-1993,31-01-1998
498599,d005,27-05-1987,01-01-9999
498600,d001,05-08-1995,01-01-9999
498601,d007,12-01-1998,01-01-9999
498602,d001,03-06-1992,01-01-9999
498602,d003,08-11-1988,03-06-1992
498603,d005,03-01-2000,01-01-9999
498604,d004,29-06-1993,19-06-2001
498605,d005,18-08-1986,01-01-9999
498606,d007,17-02-1990,01-01-9999
498607,d007,12-02-1997,01-01-9999
498608,d001,06-10-1986,01-01-9999
498609,d004,31-03-1991,21-08-2000
498610,d001,04-12-1996,01-01-9999
498611,d005,21-05-1991,26-08-2001
498612,d009,17-08-1999,01-01-9999
498613,d007,02-01-1986,29-01-1991
498613,d009,29-01-1991,01-01-9999
498614,d005,30-12-1986,24-05-1991
498615,d009,06-03-1990,01-01-9999
498616,d001,18-10-1995,01-01-9999
498617,d005,20-12-1986,01-01-9999
498618,d007,09-08-1996,01-01-9999
498619,d005,15-01-1987,01-01-9999
498620,d003,15-07-1995,01-01-9999
498621,d005,31-08-1993,01-01-9999
498622,d008,03-11-1999,01-01-9999
498623,d005,10-01-1998,14-06-1998
498623,d008,14-06-1998,13-12-1998
498624,d007,03-09-1997,01-01-9999
498625,d004,28-05-1996,01-01-9999
498626,d004,19-07-1989,04-11-1993
498627,d004,04-11-1995,01-01-9999
498628,d007,29-06-1988,30-03-1991
498629,d005,12-03-1989,01-01-9999
498630,d005,19-01-1997,01-08-1999
498631,d001,07-06-1986,01-01-9999
498632,d005,17-02-1992,16-09-1998
498632,d008,16-09-1998,01-01-9999
498633,d005,24-07-1992,01-01-9999
498634,d003,27-04-1997,01-01-9999
498635,d007,22-07-1988,01-01-9999
498636,d002,28-07-1997,01-01-9999
498637,d005,18-07-1991,30-08-1992
498638,d002,25-01-1996,21-07-1999
498639,d004,04-08-1996,01-01-9999
498640,d007,08-04-1985,14-08-1991
498641,d002,14-03-1986,01-01-9999
498642,d005,03-05-1990,01-01-9999
498643,d002,11-05-1997,01-01-9999
498643,d003,25-04-1990,11-05-1997
498644,d004,25-01-1987,01-01-9999
498645,d004,10-11-1985,01-01-9999
498646,d007,09-03-1989,01-01-9999
498647,d007,20-01-1988,16-07-2002
498648,d005,16-08-1986,01-01-9999
498649,d004,23-05-1998,13-01-2000
498650,d005,12-05-1986,01-01-9999
498651,d003,18-12-1990,01-01-9999
498652,d003,31-03-1998,01-01-9999
498653,d006,18-02-1987,12-12-1998
498654,d004,09-06-2000,01-01-9999
498654,d006,09-05-1997,09-06-2000
498655,d009,22-06-1991,01-01-9999
498656,d005,09-12-1990,27-12-1996
498657,d004,19-03-1991,01-01-9999
498658,d007,20-10-1988,01-01-9999
498659,d007,05-04-1998,01-01-9999
498660,d001,19-08-1985,01-01-9999
498661,d001,23-03-1989,01-01-9999
498662,d005,07-12-1998,01-01-9999
498663,d009,12-03-1998,01-01-9999
498664,d005,15-01-1993,19-01-1998
498664,d009,01-08-1992,15-01-1993
498665,d005,14-11-1986,01-01-9999
498666,d001,16-09-1993,01-01-9999
498667,d005,26-09-1992,01-01-9999
498668,d005,14-07-1992,01-01-9999
498669,d001,09-06-1986,01-01-9999
498670,d007,06-05-1994,01-01-9999
498671,d008,10-04-1992,01-01-9999
498672,d001,01-10-1997,01-01-9999
498672,d007,08-06-1994,01-10-1997
498673,d009,06-06-1994,12-10-2001
498674,d006,25-02-1998,18-04-2002
498675,d005,12-09-1996,01-01-9999
498676,d005,10-08-1999,01-01-9999
498677,d009,31-07-1988,01-01-9999
498678,d003,11-01-1991,17-09-1998
498679,d007,19-04-1994,01-01-9999
498680,d005,22-08-1991,01-01-9999
498681,d005,04-12-1996,01-02-2001
498682,d007,22-05-1991,01-01-9999
498683,d004,11-09-1993,01-05-1999
498683,d006,01-05-1999,01-01-9999
498684,d005,29-08-1998,01-01-9999
498685,d004,31-03-1999,01-01-9999
498686,d005,16-02-1997,01-01-9999
498687,d004,18-03-1990,01-01-9999
